,entities.hashtags.0.indices.0,entities.hashtags.0.indices.1,entities.hashtags.0.text,favorite_count,reply_count,retweet_count,text,timestamp_ms
745,,,,0,0,0,Awh fabulous generous love treat,1539205071665
746,,,,0,0,0,Auntie Do lil dance Momma talkin Childhood Nah tonight Auntie I ll give,1539205071664
747,,,,0,0,0,You weird fuck send dick pic random girl CLEARLY ask one,1539205071657
748,90.0,115.0,WorldMentalHealthDay2018,0,0,0,It ok ok always take time look mental health WorldMentalHealthDay,1539205071658
749,,,,0,0,0,Lying dumbest shit could,1539205071663
750,,,,0,0,0,Please make fun haircut,1539205071666
751,34.0,37.0,국뷔,0,0,0,This love Taekook Vkook Jungkook Taehyung,1539205071665
752,,,,0,0,0,Why I crying,1539205071663
753,,,,0,0,0,bad news single people,1539205071663
754,,,,0,0,0,Phora got us shook shook,1539205071662
755,18.0,26.0,Michael,0,0,0,Talk flying Michael pass east tropical storm mph pm tomorrow cltwx ncwx scwx,1539205071666
756,,,,0,0,0,Tomorrow video reason I make videos I wan na put world It different rest the,1539205072662
758,,,,0,0,0,oof irl found,1539205072666
759,,,,0,0,0,Just I go,1539205072663
760,,,,0,0,0,When Trump announced plans build luxury golf course Scotland back told local government c,1539205072657
761,,,,0,0,0,look jungkook still trying dance boys even though s hurt injured loves hav,1539205072659
763,,,,0,0,0,Seen Though recorded election s even point today Watch This,1539205072665
764,,,,0,0,0,Plz team enable monetization plz I request Why monetization disabled I need answer,1539205072666
765,,,,0,0,0,They accidentally put hole door thought oh shit know,1539205072657
766,90.0,96.0,bully,0,0,0,It s funny Libtards expect one confront yet allowed bully others,1539205072661
767,,,,0,0,0,child smells weed skunk nearby adult smells skunk lmao somebody smoking dank as,1539205072665
768,31.0,38.0,racist,0,0,0,He called racist said I antiLGBT Totally untrue After I confronted backed That it,1539205072662
769,,,,0,0,0,A reminder properly make bowl cereal Do nt understand I seem t,1539205071657
770,,,,0,0,0,Which one better Like Victory Royale Retweet Tactical Nuke ht,1539205073662
771,,,,0,0,0,exact moment star born,1539205073665
772,,,,0,0,0,The Journey beginning,1539205073664
773,,,,0,0,0,like Halloweentown typa scary,1539205073663
774,84.0,89.0,PSAT,0,0,0,Wisconsin producing pounds mozzarella cheese every year PSAT PSAT,1539205073661
775,,,,0,0,0,It nation amp race dwelling round globe lion s heart I luck called upon give,1539205073658
778,,,,0,0,0,I need hoodies amp long sleeves,1539205073662
779,65.0,81.0,Taheri_Movement,0,0,0,Peace love s need TaheriMovement,1539205073663
780,108.0,118.0,FirstLook,0,0,0,Logan Henderson killing Want exclusive videos like Check iHeartRadio FirstLook PoweredByMMS,1539205073659
781,,,,0,0,0,How broken fucking game,1539205073665
782,,,,0,0,0,water coming eyes cr jejeBTSbebe,1539205074662
783,,,,0,0,0,I believe I living timeline Lana Del Rey literally told Azalea Banks bitch ass pull ro,1539205074657
784,64.0,76.0,lovesrooney,0,0,0,Anton delighted new shirt lovesrooney,1539205074664
785,,,,0,0,0,Jimmy Wiggins practice today,1539205074659
786,,,,0,0,0,I live certain way confusion get rid Racism mind thought calls teace thr,1539205074661
787,,,,0,0,0,I m confused lmfao,1539205074660
788,,,,0,0,0,Edge computing catalyst AI amp IoT become even disruptive Edgeclouds backbone fo,1539205074661
789,,,,0,0,0,line starbucks checking bank account see even enough money iced coffee order h,1539205074657
790,,,,0,0,0,Galaxies travel clusters like cars road Sometimes roads intersect form massive clusters million,1539205074658
791,,,,0,0,0,YO THIS IS YOU,1539205074662
792,,,,0,0,0,cigarette Me bitch,1539205075659
793,,,,0,0,0,please tell got laid day,1539205075657
794,,,,0,0,0,A years ago marriage breaking I depressed I wanted leave But I tried speaking frie,1539205075659
795,,,,0,0,0,HYUNA REALLY SAID FUCK CUBE,1539205075664
796,,,,0,0,0,Nah I done yet turn ass around,1539205075665
797,,,,0,0,0,Mine Dangerous Was freestyling song sec sch,1539205075660
798,,,,0,0,0,days K Color Run,1539205075661
799,,,,0,0,0,fav Point blank It question,1539205075662
800,,,,0,0,0,ur ur first semester dw boo ull figure lt u got time,1539205075658
801,,,,0,0,0,sehun cold china right degree translator translates sehun im asking translator,1539205075661
802,,,,0,0,0,A gentle reminder okay okay wait till darkness consumes Please talk someone You,1539205075658
803,,,,0,0,0,jungkook truly enjoyed euphoria look singing chair smiling pointing army even taking ear,1539205075660
804,,,,0,0,0,blunt fat comforter rain cuddles fuck,1539205075657
805,,,,0,0,0,This realest tweet year,1539205075665
807,,,,0,0,0,Demi family really fired entire management team I love song,1539205075665
808,,,,0,0,0,Great news Old Town mill purchased ND Paper hopes running months c,1539205075663
809,,,,0,0,0,EVERYONE STOP WHAT YOU ARE DOING AND LOOK AT THEM THEY LOOK SO GOOD,1539205075661
811,,,,0,0,0,Pay day new season Riverdale morn usual Friday Nando Dundee sat By fuck I horny,1539205075666
812,,,,0,0,0,Selling renminbi slam dunk trade,1539205076662
813,,,,0,0,0,I liked video Castigatorii Next Big Vlogger Echipa Ionut Rusu,1539205076660
814,,,,0,0,0,That s problem online games Servers go ve got paperweight s heavy,1539205076659
815,,,,0,0,0,know feel smile,1539205076659
816,,,,0,0,0,Really bout cut hair,1539205076664
818,,,,0,0,0,Iyo fiti s allowed s money,1539205076661
819,,,,0,0,0,I know long shot Blake known confidence guy It might something spe,1539205076661
821,20.0,33.0,Consequences,0,0,0,Consequences many messages love video get was,1539205076657
822,,,,0,0,0,WHAT IS EVEN FUNNY ON THIS SCENE I DONT UNDERSTAND,1539205076662
823,,,,0,0,0,need protect costs,1539205076662
824,,,,0,0,0,I miss life,1539205076659
825,,,,0,0,0,stan promo stall funny enough I using fjjszjbabzh,1539205076661
826,0.0,11.0,FindingJoy,0,0,0,FindingJoy HILARIOUS Oh feck s AIDEEN,1539205077663
827,,,,0,0,0,Some people even realize shitty THEY shame,1539205077664
828,,,,0,0,0,NBA gt gt gt gt gt Any Sports,1539205077658
829,,,,0,0,0,Lighten enjoy life smile laugh nt get worked things,1539205077657
830,,,,0,0,0,Remember edit made Latin local twitter,1539205077660
831,37.0,49.0,StormCallum,0,0,0,Latest update StormCallum Orange Warning Dublin east coast Thursday night Friday morning Gusts,1539205077664
832,,,,0,0,0,Where hell country headed Punishing women death penalty would cut abortions Idaho Republican ca,1539205077657
834,,,,0,0,0,Great news Old Town mill purchased ND Paper hopes running months c,1539205077659
835,,,,0,0,0,HI TOMMY HOW ARE YOU,1539205077664
836,,,,0,0,0,Me fay today like sugar wafers ate peas im gon na donuts o,1539205077663
837,52.0,69.0,quantumcomputing,0,0,0,Enabling Quantum Computers Better Solve Problems quantumcomputing,1539205077659
838,,,,0,0,0,It much stress please,1539205077659
840,74.0,79.0,maga,0,0,0,Stock market plummet higher popularity trump maga gop,1539205077665
841,25.0,42.0,HurricaneMichael,0,0,0,AFTERMATH HurricaneMichael shredded homes Mexico Beach Florida Here aftermath So sad Tessa Talarico htt,1539205077657
842,,,,0,0,0,Y propaganda end abortion nothing help prenatal care anything baby born h,1539205077663
843,19.0,29.0,WikiLeaks,0,0,0,WikiLeaks The Global Intelligence Files UNRich poor nations feud UN climate talks,1539205078658
844,,,,0,0,0,Making America great something nt want see b,1539205078662
845,,,,0,0,0,I feel like giving rn God,1539205078665
846,,,,0,0,0,What mean giving back Argentina Argentina never owned Falklands never,1539205078665
847,,,,0,0,0,Do nt let Trump rewrite history Hurricane Maria,1539205078664
848,114.0,124.0,education,0,0,0,The latest The ElkaPalka Production Daily Thanks education edtech,1539205078661
849,,,,0,0,0,Why Anderson Cooper keep saying interviewing let CNN know getting as,1539205078662
850,,,,0,0,0,Just say Its hate nt make true Leave guy alone,1539205078659
851,,,,0,0,0,We giving away special consoles celebrate Season Boon Horadrim starting custom PS Pro To enter sim,1539205078658
852,,,,0,0,0,So came editorial board interview today A lot of,1539205078663
853,62.0,70.0,Aladdin,0,0,0,The first poster Disney s liveaction Aladdin The magic arrives May,1539205078659
855,,,,0,0,0,m celebrating k followers art raffle win full body commission follow enter winner cho,1539205079660
856,52.0,62.0,OT18Gala3,0,0,0,GOD IS LA AFRI BITCHES OTGala,1539205079661
857,,,,0,0,0,Thanks much City Conway SC Mayor Barbara BlainBellamy kind words staff It honor a,1539205079665
858,,,,0,0,0,WARNING Don let anyone sell lies bother voting vote matter late Why eve,1539205079657
859,,,,0,0,0,Tomorrow video reason I make videos I wan na put world It different rest the,1539205079664
860,42.0,54.0,TaylorSwift,0,0,0,Round two TaylorSwift TheFemaleArtist PCAs,1539205079661
861,,,,0,0,0,Both Dave Africa amazing Dave killed,1539205079664
862,,,,0,0,0,WOW Senator Ted Cruz refusing debate opponent Beto ORourke town hall October In words Ted Cr,1539205079663
863,,,,0,0,0,At one point scrimmage sources said Butler turned GM Scott Layden screamed You bleeping need You ca nt w,1539205079657
866,,,,0,0,0,relentless say least,1539205079660
